Dates,"Capcom Co., Ltd. (TSE:9697) - Volume","Capcom Co., Ltd. (TSE:9697) - Share Pricing",Annotation,Announced/Completed Transactions,Company Forecasts and Ratings,Bankruptcy Updates,Corporate Structure Related,Dividends/Splits,Listing/Trading Related,Potential Transactions,Transaction Updates,Potential Red Flags/Distress Indicators,Investor Activism,Insider Trades,Results Announcements/Corporate Communications,Annotation
Jan-04-2018,3.61mm,458.75,,,,,,,,,,,,,,
Jan-05-2018,3.93mm,470.00,,,,,,,,,,,,,,
Jan-09-2018,5.75mm,475.00,,,,,,,,,,,,,,
Jan-10-2018,4.96mm,488.75,,,,,,,,,,,,,,
Jan-11-2018,5.72mm,488.75,,,,,,,,,,,,,,
Jan-12-2018,5.98mm,495.00,,,,,,,,,,,,,,
Jan-15-2018,5.92mm,486.25,,,,,,,,,,,,,,
Jan-16-2018,5.95mm,473.75,,,,,,,,,,,,,,
Jan-17-2018,7.38mm,463.13,,,,,,,,,,,,,,
Jan-18-2018,7.49mm,466.25,,,,,,,,,,,,,,
Jan-19-2018,3.99mm,465.63,,,,,,,,,,,,,,
Jan-22-2018,5.44mm,463.75,,,,,,,,,,,,,,
Jan-23-2018,3.17mm,473.13,,,,,,,,,,,,,,
Jan-24-2018,3.14mm,478.13,,,,,,,,,,,,,,
Jan-25-2018,2.90mm,475.00,,,,,,,,,,,,,,
Jan-26-2018,4.65mm,483.13,,,,,,,,,,,,,,
Jan-29-2018,10.80mm,506.25,,,,,,,,,,,,,,
Jan-30-2018,16.18mm,518.75,,,,,,,,,,,,,,
Jan-31-2018,9.61mm,519.38,,,,,,,,,,,,,519.375,
Feb-01-2018,13.35mm,501.25,,,,,,,,,,,,,,
Feb-02-2018,7.14mm,510.00,,,,,,,,,,,,,,
Feb-05-2018,6.69mm,501.88,,,,,,,,,,,,,,
Feb-06-2018,11.37mm,475.63,,,,,,,,,,,,,,
Feb-07-2018,8.30mm,490.00,,,,,,,,,,,,,,
Feb-08-2018,6.11mm,514.38,,,,,,,,,,,,,,
Feb-09-2018,8.84mm,493.13,,,,,,,,,,,,,,
Feb-13-2018,6.17mm,504.38,,,,,,,,,,,,,,
Feb-14-2018,6.77mm,495.63,,,,,,,,,,,,,,
Feb-15-2018,4.75mm,504.38,,,,,,,,,,,,,,
Feb-16-2018,6.39mm,531.88,,,,,,,,,,,,,,
Feb-19-2018,3.95mm,543.13,,,,,,,,,,,,,,
Feb-20-2018,4.01mm,543.75,,,,,,,,,,,,,,
Feb-21-2018,4.72mm,558.75,,,,,,,,,,,,,,
Feb-22-2018,5.15mm,541.88,,,,,,,,,,,,,,
Feb-23-2018,6.42mm,564.38,,,,,,,,,,,,,,
Feb-26-2018,4.66mm,553.13,,,,,,,,,,,,,,
Feb-27-2018,2.92mm,550.63,,,,,,,,,,,,,,
Feb-28-2018,4.88mm,540.00,,,,,,,,,,,,,,
Mar-01-2018,3.65mm,542.50,,,,,,,,,,,,,,
Mar-02-2018,3.85mm,536.25,,,,,,,,,,,,,,
Mar-05-2018,3.66mm,526.25,,,,,,,,,,,,,,
Mar-06-2018,4.54mm,550.00,,,,,,,,,,,,,,
Mar-07-2018,11.81mm,572.50,,,,,,,,,,,,,,
Mar-08-2018,7.08mm,591.25,,,,,,,,,,,,,,
Mar-09-2018,6.17mm,579.38,,,,,,,,,,,,,,
Mar-12-2018,7.87mm,565.00,,,,,,,,,,,,,,
Mar-13-2018,7.81mm,599.38,,,,,,,,,,,,,,
Mar-14-2018,7.32mm,611.88,,,,,,,,,,,,,,
Mar-15-2018,4.07mm,618.13,,,,,,,,,,,,,,
Mar-16-2018,3.40mm,617.50,,,,,,,,,,,,,,
Mar-19-2018,3.54mm,620.63,,,,,,,,,,,,,,
Mar-20-2018,4.66mm,636.25,,,,,,,,,,,,,,
Mar-22-2018,4.89mm,631.25,,,,,,,,,,,,,,
Mar-23-2018,5.51mm,611.25,,,,,,,,,,,,,,
Mar-26-2018,4.73mm,618.75,,,,,,,,,,,,,,
Mar-27-2018,4.13mm,623.13,,,,,,,,,,,,,,
Mar-28-2018,4.48mm,616.75,,,,,,616.75,,,,,,,,
Mar-29-2018,5.25mm,605.75,,,,,,,,,,605.75,,,,
Mar-30-2018,15.36mm,574.75,,,,,574.75,,,,,,,,,
Apr-02-2018,3.83mm,581.50,,,,,,,,,,,,,,
Apr-03-2018,4.07mm,584.75,,,,,,,,,,,,,,
Apr-04-2018,3.96mm,575.25,,,,,,,,,,,,,,
Apr-05-2018,3.56mm,565.50,,,,,,,,,,,,,,
Apr-06-2018,6.51mm,552.00,,,,,,,,,,,,,,
Apr-09-2018,4.41mm,558.75,,,,,,,,,,,,,,
Apr-10-2018,3.81mm,550.00,,,,,,,,,,,,,,
Apr-11-2018,3.81mm,552.75,,,,,,,,,,,,,,
Apr-12-2018,3.18mm,543.25,,,,,,,,,,,,,,
Apr-13-2018,5.52mm,533.75,,,,,,,,,,,,,,
Apr-16-2018,1.72mm,540.25,,,,,,,,,,,,,,
Apr-17-2018,3.63mm,540.25,,,,,,,,,,,,,,
Apr-18-2018,3.01mm,541.00,,,,,,,,,,,,,,
Apr-19-2018,2.66mm,532.00,,,,,,,,,,,,,,
Apr-20-2018,2.45mm,536.75,,,,,,,,,,,,,,
Apr-23-2018,1.83mm,535.25,,,,,,,,,,,,,,
Apr-24-2018,1.96mm,545.00,,,,,,,,,,,,,,
Apr-25-2018,2.51mm,535.50,,,,,,,,,,,,,,
Apr-26-2018,4.62mm,526.25,,,,,,,,,,,,,,
Apr-27-2018,4.39mm,525.75,,,,,,,,,,,,,,
May-01-2018,5.04mm,530.25,,,,,,,,,,,,,,
May-02-2018,2.71mm,537.50,,,,,,,,,,,,,,
May-07-2018,3.56mm,538.75,,,,,,,,,,,,,,
May-08-2018,3.55mm,544.75,,,,,,544.75,,,,,,,544.75,
May-09-2018,17.38mm,589.50,,,,,,,,,,,,,589.5,
May-10-2018,8.91mm,602.50,,,,,,,,,,,,,,
May-11-2018,7.47mm,636.25,,,,,,,,,,,,,,
May-14-2018,6.77mm,638.25,,,,,,,,,,,,,,
May-15-2018,5.57mm,652.00,,,,,,,,,,,,,,
May-16-2018,6.39mm,627.75,,,,,,,,,,,,,,
May-17-2018,6.26mm,644.75,,,,,,,,,,,,,,
May-18-2018,5.25mm,661.75,,,,,,,,,,,,,,
May-21-2018,5.05mm,664.50,,,,,,,,,,,,,,
May-22-2018,3.76mm,657.25,,,,,,,,,,,,,,
May-23-2018,4.06mm,663.00,,,,,,,,,,,,,,
May-24-2018,3.36mm,661.50,,,,,,,,,,,,,,
May-25-2018,2.15mm,662.00,,,,,,,,,,,,,,
May-28-2018,2.32mm,650.00,,,,,,,,,,,,,,
May-29-2018,2.93mm,649.50,,,,,,,,,,,,,,
May-30-2018,3.47mm,646.00,,,,,,,,,,,,,,
May-31-2018,5.27mm,639.75,,,,,,,,,,,,,,
Jun-01-2018,3.23mm,642.50,,,,,,,,,,,,,,
Jun-04-2018,3.45mm,642.50,,,,,,,,,,,,,,
Jun-05-2018,3.97mm,636.50,,,,,,,,,,,,,,
Jun-06-2018,4.02mm,636.75,,,,,,,,,,,,,,
Jun-07-2018,3.73mm,637.00,,,,,,,,,,,,,,
Jun-08-2018,6.30mm,648.75,,,,,,,,,,,,,,
Jun-11-2018,3.64mm,631.25,,,,,,,,,,,,,631.25,
Jun-12-2018,5.21mm,614.00,,,,,,,,,,,,,,
Jun-13-2018,5.64mm,615.50,,,,,,,,,,,,,,
Jun-14-2018,7.31mm,634.25,,,,,,,,,,,,,,
Jun-15-2018,7.72mm,635.25,,,,,,,,,,,,,,
Jun-18-2018,3.35mm,634.25,,,,,,,,,,,,,,
Jun-19-2018,12.32mm,656.25,,,,,,,,,,,,,,
Jun-20-2018,7.90mm,668.50,,,,,,,,,,,,,,
Jun-21-2018,9.13mm,707.50,,,,,,,,,,,,,,
Jun-22-2018,6.99mm,713.25,,,,,,,,,,,,,,
Jun-25-2018,6.14mm,669.50,,,,,,,,,,,,,,
Jun-26-2018,6.97mm,641.00,,,,,,,,,,,,,,
Jun-27-2018,4.33mm,653.00,,,,,,,,,,,,,,
Jun-28-2018,2.80mm,660.75,,,,,,,,,,,,,,
Jun-29-2018,6.64mm,682.50,,,,,,,,,,,,,,
Jul-02-2018,3.61mm,674.75,,,,,,,,,,,,,,
Jul-03-2018,5.81mm,691.75,,,,,,,,,,,,,,
Jul-04-2018,2.68mm,685.75,,,,,,,,,,,,,,
Jul-05-2018,2.97mm,690.00,,,,,,,,,,,,,,
Jul-06-2018,3.34mm,704.50,,,,,,,,,,,,,,
Jul-09-2018,3.02mm,705.75,,,,,,,,,,,,,,
Jul-10-2018,17.38mm,626.00,,,,,,,,,,,,,,
Jul-11-2018,11.17mm,624.00,,,,,,,,,,,,,,
Jul-12-2018,5.16mm,636.50,,,,,,,,,,,,,,
Jul-13-2018,6.04mm,660.00,,,,,,,,,,,,,,
Jul-17-2018,4.25mm,672.00,,,,,,,,,,,,,,
Jul-18-2018,3.58mm,686.25,,,,,,,,,,,,,,
Jul-19-2018,3.67mm,693.50,,,,,,,,,,693.5,,,,
Jul-20-2018,4.97mm,703.75,,,,,,,,,,,,,,
Jul-23-2018,2.75mm,702.75,,,,,,,,,,,,,,
Jul-24-2018,3.07mm,711.25,,,,,,,,,,,,,,
Jul-25-2018,3.24mm,698.75,,,,,,,,,,,,,,
Jul-26-2018,2.85mm,703.00,,,,,,,,,,,,,,
Jul-27-2018,4.52mm,683.25,,,,,,,,,,,,,,
Jul-30-2018,4.74mm,678.50,,,,,,,,,,,,,678.5,
Jul-31-2018,14.81mm,723.50,,,,,,,,,,,,,,
Aug-01-2018,7.01mm,697.75,,,,,,,,,,,,,,
Aug-02-2018,7.85mm,730.75,,,,,,,,,,,,,,
Aug-03-2018,5.95mm,735.75,,,,,,,,,,,,,,
Aug-06-2018,3.68mm,732.75,,,,,,,,,,,,,,
Aug-07-2018,2.30mm,741.00,,,,,,,,,,,,,,
Aug-08-2018,3.29mm,740.75,,,,,,,,,,,,,,
Aug-09-2018,2.78mm,724.50,,,,,,,,,,,,,,
Aug-10-2018,2.59mm,712.75,,,,,,,,,,,,,,
Aug-13-2018,10.24mm,643.75,,,,,,,,,,,,,,
Aug-14-2018,9.93mm,657.25,,,,,,,,,,,,,,
Aug-15-2018,9.61mm,639.50,,,,,,,,,,,,,,
Aug-16-2018,8.68mm,607.50,,,,,,,,,,,,,,
Aug-17-2018,5.28mm,605.25,,,,,,,,,,,,,,
Aug-20-2018,5.41mm,604.25,,,,,,,,,,,,,,
Aug-21-2018,6.42mm,619.00,,,,,,,,,,,,,,
Aug-22-2018,5.34mm,632.50,,,,,,,,,,,,,,
Aug-23-2018,3.50mm,628.00,,,,,,,,,,,,,,
Aug-24-2018,2.76mm,638.75,,,,,,,,,,,,,,
Aug-27-2018,3.03mm,656.75,,,,,,,,,,,,,,
Aug-28-2018,4.66mm,632.00,,,,,,,,,,,,,,
Aug-29-2018,3.03mm,647.25,,,,,,,,,,,,,,
Aug-30-2018,8.88mm,670.50,,,,,,,,,,,,,670.5,
Aug-31-2018,12.95mm,647.75,,,,,,,,,,,,,,
Sep-03-2018,6.61mm,675.00,,,,,,,,,,,,,,
Sep-04-2018,5.61mm,692.50,,,,,,,,,,,,,,
Sep-05-2018,4.51mm,701.00,,,,,,,,,,,,,,
Sep-06-2018,5.42mm,692.50,,,,,,,,,,,,,,
Sep-07-2018,4.79mm,678.75,,,,,,,,,,,,,,
Sep-10-2018,3.38mm,677.75,,,,,,,,,,,,,,
Sep-11-2018,3.21mm,671.25,,,,,,,,,,,,,,
Sep-12-2018,5.90mm,686.50,,,,,,,,,,,,,,
Sep-13-2018,5.32mm,697.25,,,,,,,,,,,,,,
Sep-14-2018,5.28mm,707.50,,,,,,,,,,,,,,
Sep-18-2018,4.18mm,696.75,,,,,,,,,,,,,,
Sep-19-2018,7.26mm,688.00,,,,,,,,,,,,,,
Sep-20-2018,4.43mm,689.50,,,,,,,,,,,,,,
Sep-21-2018,5.21mm,714.25,,,,,,,,,,,,,,
Sep-25-2018,5.42mm,704.50,,,,,,,,,,,,,,
Sep-26-2018,4.55mm,705.50,,,,,,705.5,,,,,,,,
Sep-27-2018,4.09mm,695.00,,,,,,,,,,,,,,
Sep-28-2018,3.28mm,720.75,,,,,,,,,,,,,,
Oct-01-2018,2.23mm,729.25,,,,,729.25,,,,,,,,,
Oct-02-2018,1.93mm,720.75,,,,,,,,,,,,,,
Oct-03-2018,2.87mm,715.50,,,,,,,,,,,,,,
Oct-04-2018,2.97mm,697.25,,,,,,,,,,,,,,
Oct-05-2018,2.23mm,701.75,,,,,,,,,,,,,,
Oct-09-2018,3.38mm,665.75,,,,,,,,,,,,,,
Oct-10-2018,3.39mm,669.00,,,,,,,,,,,,,,
Oct-11-2018,3.79mm,654.00,,,,,,,,,,,,,,
Oct-12-2018,2.89mm,665.75,,,,,,,,,,,,,,
Oct-15-2018,2.73mm,655.25,,,,,,,,,,,,,,
Oct-16-2018,2.26mm,648.00,,,,,,,,,,,,,,
Oct-17-2018,1.68mm,665.50,,,,,,,,,,,,,,
Oct-18-2018,1.45mm,658.00,,,,,,,,,,,,,,
Oct-19-2018,2.18mm,656.00,,,,,,,,,,,,,,
Oct-22-2018,1.45mm,654.75,,,,,,,,,,,,,,
Oct-23-2018,2.52mm,661.50,,,,,,,,,,,,,,
Oct-24-2018,6.20mm,631.25,,,,,,,,,,,,,,
Oct-25-2018,4.83mm,622.25,,,,,,,,,,,,,,
Oct-26-2018,3.33mm,608.75,,,,,,,,,,,,,,
Oct-29-2018,4.58mm,583.50,,583.5,,,583.5,,,,,,,,583.5,
Oct-30-2018,14.08mm,546.25,,,,,,,,,,,,,,
Oct-31-2018,7.63mm,586.00,,,,,,,,,,,,,,
Nov-01-2018,5.09mm,581.00,,,,,,,,,,,,,,
Nov-02-2018,4.87mm,613.00,,,,,,,,,,,,,,
Nov-05-2018,4.41mm,585.75,,,,,,,,,,,,,,
Nov-06-2018,3.39mm,597.00,,,,,,,,,,,,,,
Nov-07-2018,4.41mm,608.25,,,,,,,,,,,,,,
Nov-08-2018,4.62mm,600.75,,,,,,,,,,,,,,
Nov-09-2018,3.09mm,598.50,,,,,,,,,,,,,,
Nov-12-2018,3.97mm,564.25,,,,,,,,,,,,,,
Nov-13-2018,3.24mm,557.00,,,,,,,,,,,,,,
Nov-14-2018,3.29mm,552.25,,,,,,,,,,,,,,
Nov-15-2018,2.35mm,555.25,,,,,,,,,,,,,,
Nov-16-2018,4.27mm,548.25,,,,,,,,,,,,,,
Nov-19-2018,1.97mm,554.00,,,,,,,,,,,,,,
Nov-20-2018,3.30mm,540.00,,,,,,,,,,,,,,
Nov-21-2018,6.50mm,529.75,,,,,,,,,,,,,,
Nov-22-2018,2.97mm,536.75,,,,,,,,,,,,,,
Nov-26-2018,2.49mm,543.00,,,,,,,,,,,,,,
Nov-27-2018,5.33mm,542.00,,542,,,,,,,,,,,,
Nov-28-2018,3.87mm,557.00,,,,,,,,,557,,,,,
Nov-29-2018,3.47mm,567.00,,,,,,,,,,,,,,
Nov-30-2018,3.66mm,555.50,,,,,,,,,,,,,,
Dec-03-2018,2.15mm,562.50,,,,,,,,,,,,,,
Dec-04-2018,3.88mm,552.00,,,,,,,,,,,,,,
Dec-05-2018,1.94mm,549.50,,,,,,,,,,,,,,
Dec-06-2018,2.87mm,551.00,,,,,,,,,,,,,,
Dec-07-2018,3.81mm,569.75,,,,,,,,,,,,,,
Dec-10-2018,4.92mm,526.50,,,,,,,,,,,,,,
Dec-11-2018,3.34mm,537.50,,,,,,,,,,,,,,
Dec-12-2018,3.33mm,561.50,,,,,,,,,,,,,,
Dec-13-2018,2.90mm,566.75,,,,,,,,,,,,,,
Dec-14-2018,4.01mm,540.25,,,,,,,,,,,,,,
Dec-17-2018,2.42mm,547.25,,,,,,,,,,,,,,
Dec-18-2018,2.77mm,515.50,,,,,,,,,,,,,,
Dec-19-2018,2.34mm,526.00,,,,,,,,,,,,,,
Dec-20-2018,2.49mm,511.75,,,,,,,,,,,,,,
Dec-21-2018,4.84mm,524.00,,,,,,,,,,,,,,
Dec-25-2018,3.25mm,480.50,,,,,,,,,,,,,,
Dec-26-2018,3.44mm,500.75,,,,,,,,,,,,,,
Dec-27-2018,3.33mm,534.75,,,,,,,,,,,,,,
Dec-28-2018,3.12mm,543.00,,,,,,,,,,,,,,
Jan-04-2019,3.10mm,519.75,,,,,,,,,,,,,,
Jan-07-2019,2.11mm,542.00,,,,,,,,,,,,,,
Jan-08-2019,2.99mm,540.00,,,,,,,,,,,,,,
Jan-09-2019,2.35mm,559.25,,,,,,,,,,,,,,
Jan-10-2019,5.13mm,531.25,,,,,,,,,,,,,,
Jan-11-2019,2.61mm,536.00,,,,,,,,,,,,,,
Jan-15-2019,2.09mm,545.25,,,,,,,,,,,,,,
Jan-16-2019,1.43mm,543.25,,,,,,,,,,,,,,
Jan-17-2019,2.16mm,551.25,,,,,,,,,,,,,,
Jan-18-2019,2.13mm,563.00,,,,,,,,,,,,,,
Jan-21-2019,2.56mm,548.75,,,,,,,,,,,,,,
Jan-22-2019,1.32mm,543.75,,,,,,,,,,,,,,
Jan-23-2019,1.64mm,545.25,,,,,,,,,,,,,,
Jan-24-2019,3.13mm,557.00,,,,,,,,,,,,,,
Jan-25-2019,2.99mm,568.25,,,,,,,,,,,,,,
Jan-28-2019,2.48mm,570.75,,,,,,,,,,,,,,
Jan-29-2019,5.46mm,584.50,,,,,,,,,,,,,,
Jan-30-2019,4.30mm,581.00,,,,,,,,,,,,,,
Jan-31-2019,2.98mm,582.50,,,,,,,,,,,,,,
Feb-01-2019,3.30mm,575.25,,,,,,,,,,,,,,
Feb-04-2019,5.04mm,591.00,,,,,,,,,,,,,591,
Feb-05-2019,6.06mm,586.00,,,,,,,,,,,,,,
Feb-06-2019,4.96mm,603.25,,,,,,,,,,,,,,
Feb-07-2019,4.04mm,567.00,,,,,,,,,,,,,,
Feb-08-2019,3.92mm,562.50,,,,,,,,,,,,,,
Feb-12-2019,3.15mm,574.25,,,,,,,,,,,,,,
Feb-13-2019,2.41mm,582.75,,,,,,,,,,,,,,
Feb-14-2019,2.42mm,576.25,,,,,,,,,,,,,,
Feb-15-2019,1.70mm,577.25,,,,,,,,,,,,,,
Feb-18-2019,1.64mm,571.75,,,,,,,,,,,,,,
Feb-19-2019,1.97mm,566.00,,,,,,,,,,,,,,
Feb-20-2019,2.84mm,559.75,,,,,,,,,,,,,,
Feb-21-2019,2.02mm,557.75,,,,,,,,,,,,,,
Feb-22-2019,3.77mm,547.50,,,,,,,,,,,,,,
Feb-25-2019,2.54mm,550.25,,,,,,,,,,,,,,
Feb-26-2019,1.92mm,547.25,,,,,,,,,,,,,,
Feb-27-2019,3.61mm,551.25,,,,,,,,,,,,,,
Feb-28-2019,3.07mm,558.25,,,,,,,,,,,,,,
Mar-01-2019,4.28mm,577.75,,,,,,,,,,,,,,
Mar-04-2019,2.53mm,580.50,,,,,,,,,,,,,580.5,
Mar-05-2019,3.37mm,566.25,,,,,,,,,,,,,,
Mar-06-2019,2.69mm,575.75,,,,,,,,,,,,,,
Mar-07-2019,3.57mm,580.75,,,,,,,,,,,,,,
Mar-08-2019,3.05mm,567.00,,,,,,,,,,,,,,
Mar-11-2019,2.30mm,579.50,,,,,,,,,,,,,,
Mar-12-2019,2.94mm,595.75,,,,,,,,,,,,,,
Mar-13-2019,2.43mm,596.75,,,,,,,,,,,,,,
Mar-14-2019,2.73mm,591.50,,,,,,,,,,,,,,
Mar-15-2019,3.87mm,599.00,,,,,,,,,,,,,,
Mar-18-2019,2.79mm,615.00,,,,,,,,,,,,,,
Mar-19-2019,2.13mm,611.25,,,,,,,,,,,,,,
Mar-20-2019,2.39mm,612.75,,,,,,,,,,,,,,
Mar-22-2019,3.90mm,622.00,,,,,,,,,,,,,,
Mar-25-2019,2.34mm,614.75,,,,,,,,,,,,,,
Mar-26-2019,3.43mm,626.00,,,,,,,,,,,,,,
Mar-27-2019,2.80mm,619.50,,,,,,619.5,,,,,,,,
Mar-28-2019,1.92mm,619.50,,,,,619.5,,,,,,,,,
Mar-29-2019,1.76mm,620.00,,,,,,,,,,,,,,
Apr-01-2019,2.73mm,628.25,,,,,,,,,,,,,,
Apr-02-2019,2.77mm,610.00,,,,,,,,,,,,,,
Apr-03-2019,1.33mm,621.00,,,,,,,,,,,,,,
Apr-04-2019,1.47mm,619.75,,,,,,,,,,,,,,
Apr-05-2019,1.79mm,618.25,,,,,,,,,,,,,,
Apr-08-2019,3.41mm,607.50,,,,,,,,,,,,,,
Apr-09-2019,1.61mm,609.75,,,,,,,,,,,,,,
Apr-10-2019,1.05mm,600.25,,,,,,,,,,,,,,
Apr-11-2019,1.30mm,601.00,,,,,,,,,,,,,,
Apr-12-2019,1.64mm,607.25,,,,,,,,,,,,,,
Apr-15-2019,1.96mm,615.25,,,,,,,,,,,,,,
Apr-16-2019,1.62mm,623.50,,,,,,,,,,,,,,
Apr-17-2019,1.29mm,619.75,,,,,,,,,,,,,,
Apr-18-2019,2.04mm,605.00,,,,,,,,,,,,,,
Apr-19-2019,3.84mm,617.50,,,,,,,,,,,,,,
Apr-22-2019,1.01mm,616.75,,,,,,,,,,,,,,
Apr-23-2019,1.03mm,613.75,,,,,,,,,,,,,,
Apr-24-2019,1.99mm,623.00,,,,,,,,,,,,,,
Apr-25-2019,1.24mm,629.25,,,,,,,,,,,,,,
Apr-26-2019,1.63mm,626.25,,,,,,,,,,,,,,
May-07-2019,4.84mm,601.75,,,,,,,,,,,,,601.75,
May-08-2019,7.63mm,593.75,,,,,,,,,,,,,,
May-09-2019,5.31mm,557.50,,,,,,,,,,,,,,
May-10-2019,5.50mm,537.50,,,,,,,,,,,,,537.5,
May-13-2019,3.53mm,546.75,,,,,,,,,,,,,,
May-14-2019,2.67mm,533.75,,,,,,,,,,,,,,
May-15-2019,5.93mm,529.50,,,,,529.5,,,,,,,,,
May-16-2019,2.84mm,529.00,,,,,,529,,,,,,,,
May-17-2019,2.87mm,545.25,,,,,,,,,,,,,,
May-20-2019,2.27mm,544.25,,,,,,,,,,,,,,
May-21-2019,2.98mm,535.75,,,,,,,,,,,,,,
May-22-2019,3.86mm,549.25,,,,,,,,,,,,,,
May-23-2019,2.97mm,549.25,,,,,,,,,,,,,,
May-24-2019,3.11mm,558.75,,,,,,,,,,,,,,
May-27-2019,2.79mm,566.00,,,,,,,,,,,,,,
May-28-2019,4.98mm,573.00,,,,,,,,,,,,,,
May-29-2019,3.06mm,564.50,,,,,,,,,,,,,,
May-30-2019,2.65mm,552.75,,,,,,,,,,,,,,
May-31-2019,3.36mm,558.50,,,,,,,,,,,,,,
Jun-03-2019,2.39mm,550.75,,,,,,,,,,,,,,
Jun-04-2019,2.49mm,535.75,,,,,,,,,,,,,,
Jun-05-2019,3.34mm,553.25,,,,,,,,,,,,,,
Jun-06-2019,4.86mm,560.75,,,,,,,,,,,,,,
Jun-07-2019,2.13mm,556.75,,,,,,,,,,,,,,
Jun-10-2019,2.22mm,566.25,,,,,,,,,,,,,,
Jun-11-2019,1.36mm,559.25,,,,,,,,,,,,,,
Jun-12-2019,3.47mm,541.50,,,,,,,,,,,,,,
Jun-13-2019,2.16mm,540.50,,,,,,,,,,,,,,
Jun-14-2019,2.42mm,549.25,,,,,,,,,,,,,,
Jun-17-2019,1.21mm,543.00,,,,,,,,,,,,,543,
Jun-18-2019,2.04mm,533.00,,,,,,,,,,,,,,
Jun-19-2019,1.59mm,532.25,,,,,,,,,,,,,,
Jun-20-2019,1.82mm,544.25,,,,,,,,,,,,,,
Jun-21-2019,2.36mm,528.50,,,,,,,,,,,,,,
Jun-24-2019,2.87mm,521.00,,,,,,,,,,,,,,
Jun-25-2019,1.30mm,520.00,,,,,,,,,,,,,,
Jun-26-2019,1.93mm,524.50,,,,,,,,,,,,,,
Jun-27-2019,1.43mm,529.75,,,,,,,,,,,,,,
Jun-28-2019,2.40mm,540.50,,,,,,,,,,,,,,
Jul-01-2019,2.44mm,558.75,,,,,,,,,,,,,,
Jul-02-2019,2.52mm,561.75,,,,,,,,,,,,,,
Jul-03-2019,2.32mm,561.25,,,,,,,,,,,,,,
Jul-04-2019,3.07mm,573.75,,,,,,,,,,,,,,
Jul-05-2019,2.73mm,579.25,,,,,,,,,,,,,,
Jul-08-2019,1.90mm,570.75,,,,,,,,,,,,,,
Jul-09-2019,2.50mm,563.00,,,,,,,,,,,,,,
Jul-10-2019,2.32mm,562.00,,,,,,,,,,,,,,
Jul-11-2019,2.07mm,562.00,,,,,,,,,,,,,,
Jul-12-2019,1.75mm,557.50,,,,,,,,,,,,,,
Jul-16-2019,2.42mm,560.00,,,,,,,,,,,,,,
Jul-17-2019,1.72mm,557.25,,,,,,,,,,,,,,
Jul-18-2019,2.56mm,551.25,,,,,,,,,,,,,,
Jul-19-2019,2.33mm,563.75,,,,,,,,,,,,,,
Jul-22-2019,2.05mm,550.75,,,,,,,,,,,,,,
Jul-23-2019,1.49mm,557.00,,,,,,,,,,,,,,
Jul-24-2019,2.37mm,550.50,,,,,,,,,,,,,,
Jul-25-2019,2.81mm,551.50,,,,,,,,,,,,,,
Jul-26-2019,1.72mm,557.25,,,,,,,,,,,,,,
Jul-29-2019,2.40mm,563.75,,,,,,,,,,,,,,
Jul-30-2019,2.83mm,574.00,,,,,,,,,,,,,,
Jul-31-2019,4.00mm,573.00,,,,,,,,,,,,,,
Aug-01-2019,3.75mm,576.25,,,,,,,,,,,,,576.25,
Aug-02-2019,14.84mm,662.50,,,,,,,,,,,,,,
Aug-05-2019,8.87mm,687.50,,,,,,,,,,,,,,
Aug-06-2019,6.26mm,685.00,,,,,,,,,,,,,,
Aug-07-2019,5.93mm,702.50,,,,,,,,,,,,,,
Aug-08-2019,6.23mm,699.25,,,,,,,,,,,,,,
Aug-09-2019,4.47mm,717.00,,,,,,,,,,,,,,
Aug-13-2019,4.82mm,700.00,,,,,,,,,,,,,,
Aug-14-2019,2.94mm,701.00,,,,,,,,,,,,,,
Aug-15-2019,3.19mm,707.75,,,,,,,,,,,,,,
Aug-16-2019,3.38mm,719.00,,,,,,,,,,,,,,
Aug-19-2019,2.43mm,722.00,,,,,,,,,,,,,,
Aug-20-2019,3.62mm,724.25,,,,,,,,,,,,,,
Aug-21-2019,3.29mm,724.50,,,,,,,,,,,,,,
Aug-22-2019,3.37mm,717.50,,,,,,,,,,,,,,
Aug-23-2019,3.30mm,722.25,,,,,,,,,,,,,,
Aug-26-2019,3.33mm,717.25,,,,,,,,,,,,,,
Aug-27-2019,3.47mm,731.50,,,,,,,,,,,,,,
Aug-28-2019,3.30mm,731.50,,,,,,,,,,,,,,
Aug-29-2019,7.46mm,694.25,,,,,,,,,,,,,694.25,
Aug-30-2019,7.15mm,691.75,,,,,,,,,,,,,,
Sep-02-2019,3.62mm,695.00,,,,,,,,,,,,,,
Sep-03-2019,3.95mm,685.25,,,,,,,,,,,,,,
Sep-04-2019,4.60mm,691.50,,,,,,,,,,,,,,
Sep-05-2019,3.87mm,716.50,,,,,,,,,,,,,,
Sep-06-2019,5.71mm,713.50,,,,,,,,,,,,,,
Sep-09-2019,2.81mm,724.00,,,,,,,,,,,,,,
Sep-10-2019,8.28mm,677.25,,,,,,,,,,,,,,
Sep-11-2019,6.63mm,691.00,,,,,,,,,,,,,,
Sep-12-2019,5.88mm,686.25,,,,,,,,,,,,,,
Sep-13-2019,8.84mm,672.25,,,,,,,,,,,,,,
Sep-17-2019,11.51mm,650.00,,,,,,,,,,,,,,
Sep-18-2019,6.89mm,671.00,,,,,,,,,,,,,,
Sep-19-2019,6.40mm,695.75,,,,,,,,,,,,,,
