Dates,"Nintendo Co., Ltd. (TSE:7974) - Share Pricing",Annotation,Bankruptcy Updates,Announced/Completed Transactions,Company Forecasts and Ratings,Corporate Structure Related,Potential Red Flags/Distress Indicators,Potential Transactions,Listing/Trading Related,Investor Activism,Dividends/Splits,Transaction Updates,Insider Trades,Results Announcements/Corporate Communications,Annotation,"Nintendo Co., Ltd. (TSE:7974) - Volume"
Aug-16-2019,3972.00,,,,,,,,,,,,,,,9.98mm
Aug-19-2019,3996.00,,,,,,,,,,,,,,,8.43mm
Aug-20-2019,4001.00,,,,,,,,,,,,,,,6.49mm
Aug-21-2019,4023.00,,,,,,,,,,,,,,,8.72mm
Aug-22-2019,4018.00,,,,,,,,,,,,,,,9.49mm
Aug-23-2019,4098.00,,,,,,,,,,,,,,,14.01mm
Aug-26-2019,3982.00,,,,,,,,,,,,,,,14.94mm
Aug-27-2019,4025.00,,,,,,,,,,,,,,,11.07mm
Aug-28-2019,4035.00,,,,,,,,,,,,,,,10.30mm
Aug-29-2019,4018.00,,,,,,,,,,,,,4018,,7.02mm
Aug-30-2019,4029.00,,,,,,,,,,,,,,,8.33mm
Sep-02-2019,4038.00,,,,,,,,,,,,,,,10.10mm
Sep-03-2019,4053.00,,,,,,,,,,,,,,,6.65mm
Sep-04-2019,4158.00,,,,,,,,,,,,,,,20.65mm
Sep-05-2019,4096.00,,,,,,,,,,,,,,,21.74mm
Sep-06-2019,4145.00,,,,,,,,,,,,,,,13.55mm
Sep-09-2019,4189.00,,,,,,,,,,,,,,,11.28mm
Sep-10-2019,4166.00,,,,,,,,,,,,,,,9.35mm
Sep-11-2019,4110.00,,,,,,,,,,,,,,,12.87mm
Sep-12-2019,4158.00,,,,,,,,,,,,,,,11.30mm
Sep-13-2019,4160.00,,,,,,,,,,,,,,,11.29mm
Sep-17-2019,4189.00,,,,,,,,,,,,,,,10.19mm
Sep-18-2019,4239.00,,,,,,,,,,,,,,,11.93mm
Sep-19-2019,4246.00,,,,,,,,,,,,,,,11.63mm
Sep-20-2019,4283.00,,,,,,,,,,,,,,,15.05mm
Sep-24-2019,4235.00,,,,,,,,,,,,,,,13.31mm
Sep-25-2019,4052.00,,,,,,,,,,,,,,,27.53mm
Sep-26-2019,4066.00,,,,,,,,,,,,,,,18.91mm
Sep-27-2019,4038.00,,,,,,,,,,4038,,,,,14.21mm
Sep-30-2019,4002.00,,,,,,,,,,,,,,,9.97mm
Oct-01-2019,4092.00,,,,,,,,,,,,,,,15.57mm
Oct-02-2019,4118.00,,,,,,,,,,,,,,,9.68mm
Oct-03-2019,4049.00,,,,,,,,,,,,,,,11.62mm
Oct-04-2019,4097.00,,,,,,,,,,,,,,,11.18mm
Oct-07-2019,4041.00,,,,,,,,,,,,,,,8.87mm
Oct-08-2019,4077.00,,,,,,,,,,,,,,,10.16mm
Oct-09-2019,4089.00,,,,,,,,,,,,,,,9.95mm
Oct-10-2019,4030.00,,,,,,,,,,,,,,,12.00mm
Oct-11-2019,3987.00,,,,,,,,,,,,,,,15.56mm
Oct-15-2019,4015.00,,,,,,,,,,,,,,,8.92mm
Oct-16-2019,4016.00,,,,,,,,,,,,,,,10.06mm
Oct-17-2019,3906.00,,,,,,,,,,,,,,,16.69mm
Oct-18-2019,3861.00,,,,,,,,,,,,,,,14.16mm
Oct-21-2019,3855.00,,,,,,,,,,,,,,,8.08mm
Oct-22-2019,3855.00,,,,,,,,,,,,,,,#N/A
Oct-23-2019,3811.00,,,,,,,,,,,,,,,9.90mm
Oct-24-2019,3787.00,,,,,,,,,,,,,,,9.44mm
Oct-25-2019,3673.00,,,,,,,,,,,,,,,18.91mm
Oct-28-2019,3702.00,,,,,,,,,,,,,,,11.10mm
Oct-29-2019,3779.00,,,,,,,,,,,,,,,16.07mm
Oct-30-2019,3849.00,,,,,,,,,,,,,,,22.68mm
Oct-31-2019,3862.00,,,,3862,,,,,,3862,,,3862,,13.27mm
Nov-01-2019,4150.00,,,,,,,,,,,,,4150,,42.38mm
Nov-05-2019,4273.00,,,,,,,,,,,,,,,27.36mm
Nov-06-2019,4221.00,,,,,,,,,,,,,,,18.61mm
Nov-07-2019,4200.00,,,,,,,,,,,,,,,12.43mm
Nov-08-2019,4196.00,,,,,,,,,,,,,,,10.21mm
Nov-11-2019,4196.00,,,,,,,,,,,,,,,10.46mm
Nov-12-2019,4239.00,,,,,,,,,,,,,,,10.15mm
Nov-13-2019,4204.00,,,,,,,,,,,,,,,10.57mm
Nov-14-2019,4179.00,,,,,,,,,,,,,,,9.38mm
Nov-15-2019,4128.00,,,,,,,,,,,,,,,9.84mm
Nov-18-2019,4207.00,,,,,,,,,,,,,,,12.73mm
Nov-19-2019,4233.00,,,,,,,,,,,,,,,9.58mm
Nov-20-2019,4297.00,,,,,,,,,,,,,,,21.03mm
Nov-21-2019,4300.00,,,,,,,,,,,,,,,17.75mm
Nov-22-2019,4149.00,,,,,,,,,,,,,,,21.08mm
Nov-25-2019,4229.00,,,,,,,,,,,,,,,13.78mm
Nov-26-2019,4258.00,,,,,,,,,,,,,,,12.64mm
Nov-27-2019,4253.00,,,,,,,,,,,,,,,8.73mm
Nov-28-2019,4258.00,,,,,,,,,,,,,,,6.64mm
Nov-29-2019,4235.00,,,,,,,,,,,,,,,5.38mm
Dec-02-2019,4324.00,,,,,,,,,,,,,,,16.13mm
Dec-03-2019,4439.00,,,,,,,,,,,,,,,22.85mm
Dec-04-2019,4383.00,,,,,,,,,,,,,,,25.19mm
Dec-05-2019,4368.00,,,,,,,,,,,,,,,15.02mm
Dec-06-2019,4376.00,,,,,,,,,,,,,,,11.91mm
Dec-09-2019,4508.00,,,,,,,,,,,,,,,21.22mm
Dec-10-2019,4637.00,,,,,,,,,,,,,,,32.82mm
Dec-11-2019,4574.00,,,,,,,,,,,,,,,18.08mm
Dec-12-2019,4487.00,,,,,,,,,,,,,,,19.52mm
Dec-13-2019,4493.00,,,,,,,,,,,,,,,17.65mm
Dec-16-2019,4546.00,,,,,,,,,,,,,,,15.92mm
Dec-17-2019,4552.00,,,,,,,,,,,,,,,10.83mm
Dec-18-2019,4450.00,,,,,,,,,,,,,,,14.00mm
Dec-19-2019,4372.00,,,,,,,,,,,,,,,13.09mm
Dec-20-2019,4320.00,,,,,,,,,,,,,,,15.32mm
Dec-23-2019,4326.00,,,,,,,,,,,,,,,7.96mm
Dec-24-2019,4326.00,,,,,,,,,,,,,,,6.38mm
Dec-25-2019,4337.00,,,,,,,,,,,,,,,4.75mm
Dec-26-2019,4355.00,,,,,,,,,,,,,,,6.47mm
Dec-27-2019,4381.00,,,,,,,,,,,,,,,6.38mm
Dec-30-2019,4397.00,,,,,,,,,,,,,,,6.21mm
Jan-06-2020,4274.00,,,,,,,,,,,,,,,11.55mm
Jan-07-2020,4294.00,,,,,,,,,,,,,,,11.68mm
Jan-08-2020,4264.00,,,,,,,,,,,,,,,14.84mm
Jan-09-2020,4338.00,,,,,,,,,,,,,,,10.31mm
Jan-10-2020,4344.00,,,,,,,,,,,,,,,8.26mm
Jan-14-2020,4320.00,,,,,,,,,,,,,,,12.04mm
Jan-15-2020,4307.00,,,,,,,,,,,,,,,7.56mm
Jan-16-2020,4296.00,,,,,,,,,,,,,,,6.99mm
Jan-17-2020,4299.00,,,,,,,,,,,,,,,7.64mm
Jan-20-2020,4299.00,,,,,,,,,,,,,,,8.18mm
Jan-21-2020,4311.00,,,,,,,,,,,,,,,5.63mm
Jan-22-2020,4332.00,,,,,,,,,,,,,,,7.02mm
Jan-23-2020,4353.00,,,,,,,,,,,,,,,8.64mm
Jan-24-2020,4370.00,,,,,,,,,,,,,,,8.41mm
Jan-27-2020,4240.00,,,,,,,,,,,,,,,9.72mm
Jan-28-2020,4260.00,,,,,,,,,,,,,,,9.76mm
Jan-29-2020,4272.00,,,,,,,,,,,,,,,8.15mm
Jan-30-2020,4227.00,,,,4227,,,,,,4227,,,4227,,11.50mm
Jan-31-2020,4077.00,,,,,,,,,,,,,4077,,25.78mm
Feb-03-2020,4004.00,,,,,,,,,,,,,,,26.07mm
Feb-04-2020,4010.00,,,,,,,,,,,,,,,12.97mm
Feb-05-2020,4043.00,,,,,,,,,,,,,,,9.27mm
Feb-06-2020,4090.00,,,,,,,,,,,,,,,13.31mm
Feb-07-2020,4050.00,,,,,,,,,,,,,,,11.87mm
Feb-10-2020,4065.00,,,,,,,,,,,,,,,9.00mm
Feb-12-2020,4056.00,,,,,,,,,,,,,,,7.61mm
Feb-13-2020,4019.00,,,,,,,,,,,,,,,8.79mm
Feb-14-2020,3984.00,,,,,,,,,,,,,,,9.34mm
Feb-17-2020,4000.00,,,,,,,,,,,,,,,9.28mm
Feb-18-2020,3979.00,,,,,,,,,,,,,,,6.94mm
Feb-19-2020,4005.00,,,,,,,,,,,,,,,9.19mm
Feb-20-2020,4010.00,,,,,,,,,,,,,,,7.38mm
Feb-21-2020,3995.00,,,,,,,,,,,,,,,9.16mm
Feb-25-2020,3923.00,,,,,,,,,,,,,,,13.01mm
Feb-26-2020,3896.00,,,,,,,,,,,,,,,11.20mm
Feb-27-2020,3819.00,,,,,,,,,,,,,,,11.11mm
Feb-28-2020,3627.00,,,,,,,,,,,,,,,23.00mm
Mar-02-2020,3709.00,,,,,,,,,,,,,,,21.48mm
Mar-03-2020,3680.00,,,,,,,,,,,,,,,18.61mm
Mar-04-2020,3725.00,,,,,,,,,,,,,,,10.88mm
Mar-05-2020,3792.00,,,,,,,,,,,,,,,12.32mm
Mar-06-2020,3741.00,,,,,,,,,,,,,,,12.74mm
Mar-09-2020,3593.00,,,,,,,,,,,,,,,20.33mm
Mar-10-2020,3619.00,,,,,,,,,,,,,,,22.55mm
Mar-11-2020,3547.00,,,,,,,,,,,,,,,15.06mm
Mar-12-2020,3482.00,,,,,,,,,,,,,,,21.18mm
Mar-13-2020,3322.00,,,,,,,,,,,,,,,31.91mm
Mar-16-2020,3295.00,,,,,,,,,,,,,,,21.58mm
Mar-17-2020,3488.00,,,,,,,,,,,,,,,31.91mm
Mar-18-2020,3551.00,,,,,,,,,,,,,,,18.54mm
Mar-19-2020,3723.00,,,,,,,,,,,,,,,24.65mm
Mar-23-2020,3781.00,,,,,,,,,,,,,,,19.11mm
Mar-24-2020,3861.00,,,,,,,,,,,,,,,15.14mm
Mar-25-2020,3964.00,,,,,,,,,,,,,,,15.11mm
Mar-26-2020,3973.00,,,,,,,,,,,,,,,14.08mm
Mar-27-2020,4040.00,,,,,,,,,,,,,,,16.20mm
Mar-30-2020,4093.00,,,,,,,,,,4093,,,,,14.80mm
Mar-31-2020,4161.00,,,,,,,,,,,,,,,19.26mm
Apr-01-2020,4195.00,,,,,,,,,,,,,,,19.18mm
Apr-02-2020,4133.00,,,,,,,,,,,,,,,16.76mm
Apr-03-2020,4188.00,,,,,,,,,,,,,,,12.45mm
Apr-06-2020,4292.00,,,,,,,,,,,,,,,15.37mm
Apr-07-2020,4319.00,,,,,,,,,,,,,,,17.29mm
Apr-08-2020,4359.00,,,,,,,,,,,,,,,16.90mm
Apr-09-2020,4373.00,,,,,,,,,,,,,,,12.38mm
Apr-10-2020,4437.00,,,,,,,,,,,,,,,12.91mm
Apr-13-2020,4431.00,,,,,,,,,,,,,,,8.19mm
Apr-14-2020,4548.00,,,,,,,,,,,,,,,14.18mm
Apr-15-2020,4673.00,,,,,,,,,,,,,,,17.54mm
Apr-16-2020,4700.00,,,,,,,,,,,,,,,13.86mm
Apr-17-2020,4683.00,,,,,,,,,,,,,,,17.12mm
Apr-20-2020,4593.00,,,,,,,,,,,,,,,11.64mm
Apr-21-2020,4603.00,,,,,,,,,,,,,,,12.30mm
Apr-22-2020,4698.00,,,,,,,,,,,,,,,15.97mm
Apr-23-2020,4666.00,,,,,,,,,,,,,,,10.24mm
Apr-24-2020,4690.00,,,,,,,,,,,,,,,8.33mm
Apr-27-2020,4684.00,,,,,,,,,,,,,,,8.02mm
Apr-28-2020,4622.00,,,,,,,,,,,,,,,9.25mm
Apr-30-2020,4465.00,,,,,,,,,,,,,,,17.76mm
May-01-2020,4465.00,,,,,,,,,,,,,,,10.33mm
May-07-2020,4610.00,,,,,,,,,,,,,4610,,15.08mm
May-08-2020,4430.00,,,,,,,,,,,,,4430,,24.84mm
May-11-2020,4364.00,,,,,,,,,,,,,,,14.32mm
May-12-2020,4485.00,,,,,,,,,,,,,,,13.04mm
May-13-2020,4500.00,,,,,,,,,,,,,,,8.23mm
May-14-2020,4477.00,,,,,,,,,,,,,,,8.19mm
May-15-2020,4501.00,,,,,,,,,,,,,,,7.97mm
May-18-2020,4455.00,,,,,,,,,,,,,,,7.23mm
May-19-2020,4398.00,,,,,,,,,,,,,,,11.18mm
May-20-2020,4421.00,,,,,,,,,,,,,,,8.94mm
May-21-2020,4506.00,,,,,,,,,,,,,,,9.87mm
May-22-2020,4488.00,,,,,,,,,,,,,,,6.28mm
May-25-2020,4460.00,,,,,,,,,,,,,,,5.98mm
May-26-2020,4460.00,,,,,,,,,,,,,,,6.49mm
May-27-2020,4410.00,,,,,,,,,,,,,,,8.80mm
May-28-2020,4386.00,,,,,,,,,,,,,,,10.09mm
May-29-2020,4354.00,,,,,,,,,,,,,,,13.50mm
Jun-01-2020,4446.00,,,,,,,,,,,,,,,11.30mm
Jun-02-2020,4407.00,,,,,,,,,,,,,,,7.87mm
Jun-03-2020,4463.00,,,,,,,,,,,,,,,11.35mm
Jun-04-2020,4524.00,,,,,,,,,,,,,,,11.18mm
Jun-05-2020,4585.00,,,,,,,,,,,,,,,9.99mm
Jun-08-2020,4507.00,,,,,,,,,,,,,,,10.41mm
Jun-09-2020,4520.00,,,,,,,,,,,,,,,5.95mm
Jun-10-2020,4534.00,,,,,,,,,,,,,,,5.76mm
Jun-11-2020,4703.00,,,,,,,,,,,,,,,22.29mm
Jun-12-2020,4764.00,,,,,,,,,,,,,,,17.44mm
Jun-15-2020,4697.00,,,,,,,,,,,,,,,12.09mm
Jun-16-2020,4759.00,,,,,,,,,,,,,,,9.74mm
Jun-17-2020,4874.00,,,,,,,,,,,,,,,13.77mm
Jun-18-2020,5011.00,,,,,,,,,,,,,,,17.52mm
Jun-19-2020,5052.00,,,,,,,,,,,,,,,13.19mm
Jun-22-2020,5015.00,,,,,,,,,,,,,,,7.14mm
Jun-23-2020,4920.00,,,,,,,,,,,,,,,11.66mm
Jun-24-2020,4939.00,,,,,,,,,,,,,,,9.11mm
Jun-25-2020,4827.00,,,,,,,,,,,,,,,9.53mm
Jun-26-2020,4850.00,,,,,,,,,,,,,4850,,7.03mm
Jun-29-2020,4804.00,,,,,,,,,,,,,,,6.12mm
Jun-30-2020,4801.00,,,,,,,,,,,,,,,6.90mm
Jul-01-2020,4779.00,,,,,,,,,,,,,,,5.91mm
Jul-02-2020,4829.00,,,,,,,,,,,,,,,10.11mm
Jul-03-2020,5002.00,,,,,,,,,,,,,,,14.07mm
Jul-06-2020,5043.00,,,,,,,,,,,,,,,9.09mm
Jul-07-2020,5156.00,,,,,,,,,,,,,,,12.22mm
Jul-08-2020,4963.00,,,,,,,,,,,,,,,14.13mm
Jul-09-2020,4965.00,,,,,,,,,,,,,,,9.92mm
Jul-10-2020,4868.00,,,,,,,,,,,,,,,8.99mm
Jul-13-2020,4880.00,,,,,,,,,,,,,,,7.80mm
Jul-14-2020,4810.00,,,,,,,,,,,,,,,8.94mm
Jul-15-2020,4871.00,,,,,,,,,,,,,,,8.68mm
Jul-16-2020,4775.00,,,,,,,,,,,,,,,9.87mm
Jul-17-2020,4765.00,,,,,,,,,,,,,,,6.56mm
Jul-20-2020,4702.00,,,,,,,,,,,,,,,8.88mm
Jul-21-2020,4787.00,,,,,,,,,,,,,,,11.85mm
Jul-22-2020,4768.00,,,,,,,,,,,,,,,8.43mm
Jul-27-2020,4750.00,,,,,,,,,,,,,,,7.82mm
Jul-28-2020,4729.00,,,,,,,,,,,,,,,6.78mm
Jul-29-2020,4727.00,,,,,,,,,,,,,,,6.54mm
Jul-30-2020,4730.00,,,,,,,,,,,,,,,5.92mm
Jul-31-2020,4644.00,,,,,,,,,,,,,,,9.07mm
Aug-03-2020,4697.00,,,,,,,,,,,,,,,9.12mm
Aug-04-2020,4759.00,,,,,,,,,,,,,,,14.68mm
Aug-05-2020,4910.00,,,,,,,,,,,,,,,13.65mm
Aug-06-2020,4919.00,,,,4919,,,,,,4919,,,4919,,11.13mm
Aug-07-2020,5046.00,,,,,,,,,,,,,,,26.63mm
Aug-11-2020,5004.00,,,,,,,,,,,,,,,13.62mm
Aug-12-2020,5046.00,,,,,,,,,,,,,,,8.22mm
Aug-13-2020,5120.00,,,,,,,,,,,,,,,10.69mm
Aug-14-2020,5132.00,,,,,,,,,,,,,,,6.88mm
Aug-17-2020,5155.00,,,,,,,,,,,,,,,8.88mm
Aug-18-2020,5283.00,,,,,,,,,,,,,,,13.87mm
Aug-19-2020,5338.00,,,,,,,,,,,,,,,10.00mm
Aug-20-2020,5330.00,,,,,,,,,,,,,,,8.85mm
Aug-21-2020,5470.00,,,,,,,,,,,,,,,15.28mm
Aug-24-2020,5732.00,,,,,,,,,,,,,,,21.46mm
Aug-25-2020,5603.00,,,,,,,,,,,,,,,19.80mm
Aug-26-2020,5753.00,,,,,,,,,,,,,,,18.96mm
Aug-27-2020,5725.00,,,,,,,,,,,,,,,10.45mm
Aug-28-2020,5639.00,,,,,,,,,,,,,,,17.53mm
Aug-31-2020,5674.00,,,,,,,,,,,,,,,11.71mm
Sep-01-2020,5859.00,,,,,,,,,,,,,,,17.75mm
Sep-02-2020,5955.00,,,,,,,,,,,,,,,18.84mm
Sep-03-2020,6052.00,,,,,,,,,,,,,,,25.74mm
Sep-04-2020,5980.00,,,,,,,,,,,,,,,16.10mm
Sep-07-2020,5895.00,,,,,,,,,,,,,,,11.57mm
Sep-08-2020,5703.00,,,,,,,,,,,,,,,17.47mm
Sep-09-2020,5788.00,,,,,,,,,,,,,,,17.15mm
Sep-10-2020,5903.00,,,,,,,,,,,,,,,13.22mm
Sep-11-2020,5923.00,,,,,,,,,,,,,,,11.15mm
Sep-14-2020,5925.00,,,,,,,,,,,,,,,6.42mm
Sep-15-2020,5973.00,,,,,,,,,,,,,,,8.78mm
Sep-16-2020,5983.00,,,,,,,,,,,,,,,7.57mm
Sep-17-2020,5898.00,,,,,,,,,,,,,,,9.53mm
Sep-18-2020,5970.00,,,,,,,,,,,,,,,8.83mm
Sep-23-2020,6042.00,,,,,,,,,,,,,,,11.44mm
Sep-24-2020,5922.00,,,,,,,,,,,,,,,9.68mm
Sep-25-2020,5902.00,,,,,,,,,,,,,,,7.83mm
Sep-28-2020,6010.00,,,,,,,,,,,,,,,10.70mm
Sep-29-2020,6092.00,,,,,,,,,,6092,,,,,11.11mm
Sep-30-2020,5966.00,,,,,,,,,,,,,,,9.57mm
Oct-02-2020,5820.00,,,,,,,,,,,,,,,13.45mm
Oct-05-2020,5692.00,,,,,,,,,,,,,,,12.51mm
Oct-06-2020,5735.00,,,,,,,,,,,,,,,9.66mm
Oct-07-2020,5786.00,,,,,,,,,,,,,,,6.87mm
Oct-08-2020,5833.00,,,,,,,,,,,,,,,6.92mm
Oct-09-2020,5813.00,,,,,,,,,,,,,,,5.62mm
Oct-12-2020,5873.00,,,,,,,,,,,,,,,5.83mm
Oct-13-2020,5939.00,,,,,,,,,,,,,,,5.99mm
Oct-14-2020,5912.00,,,,,,,,,,,,,,,5.90mm
Oct-15-2020,5858.00,,,,,,,,,,,,,,,6.27mm
Oct-16-2020,5792.00,,,,,,,,,,,,,,,5.87mm
Oct-19-2020,5824.00,,,,,,,,,,,,,,,4.20mm
Oct-20-2020,5722.00,,,,,,,,,,,,,,,7.66mm
Oct-21-2020,5625.00,,,,,,,,,,,,,,,8.96mm
Oct-22-2020,5585.00,,,,,,,,,,,,,,,8.97mm
Oct-23-2020,5503.00,,,,,,,,,,,,,,,10.59mm
Oct-26-2020,5509.00,,,,,,,,,,,,,,,5.69mm
Oct-27-2020,5703.00,,,,,,,,,,,,,,,9.75mm
Oct-28-2020,5747.00,,,,,,,,,,,,,,,11.48mm
Oct-29-2020,5810.00,,,,,,,,,,,,,,,8.24mm
Oct-30-2020,5698.00,,,,,,,,,,,,,,,9.85mm
Nov-02-2020,5759.00,,,,,,,,,,,,,,,8.37mm
Nov-04-2020,5668.00,,,,,,,,,,,,,,,12.93mm
Nov-05-2020,5791.00,,,,5791,,,,,,5791,,,5791,,12.79mm
Nov-06-2020,5781.00,,,,,,,,,,,,,,,23.82mm
Nov-09-2020,5655.00,,,,,,,,,,,,,,,16.42mm
Nov-10-2020,5401.00,,,,,,,,,,,,,,,25.03mm
Nov-11-2020,5168.00,,,,,,,,,,,,,,,24.50mm
Nov-12-2020,5390.00,,,,,,,,,,,,,,,16.46mm
Nov-13-2020,5448.00,,,,,,,,,,,,,,,12.15mm
Nov-16-2020,5344.00,,,,,,,,,,,,,,,10.81mm
Nov-17-2020,5319.00,,,,,,,,,,,,,,,13.49mm
Nov-18-2020,5324.00,,,,,,,,,,,,,,,10.17mm
Nov-19-2020,5442.00,,,,,,,,,,,,,,,11.89mm
Nov-20-2020,5455.00,,,,,,,,,,,,,,,10.15mm
Nov-24-2020,5499.00,,,,,,,,,,,,,5499,,11.98mm
Nov-25-2020,5516.00,,,,,,,,,,,,,,,12.41mm
Nov-26-2020,5771.00,,,,,,,,,,,,,,,18.44mm
Nov-27-2020,5819.00,,,,,,,,,,,,,,,15.16mm
Nov-30-2020,5926.00,,,,,,,,,,,,,,,16.29mm
Dec-01-2020,5737.00,,,,,,,,,,,,,,,15.97mm
Dec-02-2020,5701.00,,,,,,,,,,,,,,,10.69mm
Dec-03-2020,5625.00,,,,,,,,,,,,,,,10.24mm
Dec-04-2020,5693.00,,,,,,,,,,,,,,,8.81mm
Dec-07-2020,5777.00,,,,,,,,,,,,,5777,,11.09mm
Dec-08-2020,5839.00,,,,,,,,,,,,,,,10.59mm
Dec-09-2020,5895.00,,,,,,,,,,,,,,,10.44mm
Dec-10-2020,5901.00,,,,,,,,,,,,,,,10.88mm
Dec-11-2020,6034.00,,,,,,,,,,,,,,,20.54mm
Dec-14-2020,6223.00,,,,,,,,,,,,,,,19.35mm
Dec-15-2020,6162.00,,,,,,,,,,,,,,,20.10mm
Dec-16-2020,6341.00,,,,,,,,,,,,,,,21.98mm
Dec-17-2020,6760.00,,,,,,,,,,,,,,,43.13mm
Dec-18-2020,6672.00,,,,,,,,,,,,,,,22.60mm
Dec-21-2020,6525.00,,,,,,,,,,,,,,,12.73mm
Dec-22-2020,6440.00,,,,,,,,,,,,,,,13.63mm
Dec-23-2020,6448.00,,,,,,,,,,,,,,,9.15mm
Dec-24-2020,6473.00,,,,,,,,,,,,,,,6.06mm
Dec-25-2020,6467.00,,,,,,,,,,,,,,,5.20mm
Dec-28-2020,6588.00,,,,,,,,,,,,,,,11.89mm
Dec-29-2020,6586.00,,,,,,,,,,,,,,,8.99mm
Dec-30-2020,6583.00,,,,,,,,,,,,,,,7.85mm
Jan-04-2021,6555.00,,,,,,,,,,,,,,,7.79mm
Jan-05-2021,6609.00,,,6609,,,,,,,,,,,,8.74mm
Jan-06-2021,6478.00,,,,,,,,,,,,,,,15.34mm
Jan-07-2021,6475.00,,,,,,,,,,,,,,,8.89mm
Jan-08-2021,6537.00,,,,,,,,,,,,,,,12.22mm
Jan-12-2021,6655.00,,,,,,,,,,,,,,,10.82mm
Jan-13-2021,6579.00,,,,,,,,,,,,,,,10.67mm
Jan-14-2021,6581.00,,,,,,,,,,,,,,,9.20mm
Jan-15-2021,6569.00,,,,,,,,,,,,,,,8.38mm
Jan-18-2021,6554.00,,,,,,,,,,,,,,,9.63mm
Jan-19-2021,6586.00,,,,,,,,,,,,,,,6.87mm
Jan-20-2021,6472.00,,,,,,,,,,,,,,,9.72mm
Jan-21-2021,6276.00,,,,,,,,,,,,,,,15.27mm
Jan-22-2021,6392.00,,,,,,,,,,,,,,,13.58mm
Jan-25-2021,6268.00,,,,,,,,,,,,,,,12.03mm
Jan-26-2021,6220.00,,,,,,,,,,,,,,,9.02mm
Jan-27-2021,6261.00,,,,,,,,,,,,,,,7.28mm
Jan-28-2021,6166.00,,,,,,,,,,,,,,,15.35mm
Jan-29-2021,6058.00,,,,,,,,,,,,,,,10.19mm
Feb-01-2021,6264.00,,,,,,,,,,,,,6264,,9.96mm
Feb-02-2021,6240.00,,,,,,,,,,,,,,,21.01mm
Feb-03-2021,6250.00,,,,,,,,,,,,,,,9.85mm
Feb-04-2021,6158.00,,,,,,,,,,,,,,,7.31mm
Feb-05-2021,6338.00,,,,,,,,,,,,,,,10.91mm
Feb-08-2021,6345.00,,,,,,,,,,,,,,,8.77mm
Feb-09-2021,6225.00,,,,,,,,,,,,,,,10.39mm
Feb-10-2021,6435.00,,,,,,,,,,,,,,,16.03mm
Feb-12-2021,6634.00,,,,,,,,,,,,,,,20.42mm
Feb-15-2021,6660.00,,,,,,,,,,,,,,,10.09mm
Feb-16-2021,6834.00,,,,,,,,,,,,,,,17.74mm
Feb-17-2021,6861.00,,,,,,,,,,,,,,,10.83mm
Feb-18-2021,6860.00,,,,,,,,,,,,,,,11.71mm
Feb-19-2021,6830.00,,,,,,,,,,,,,,,9.61mm
Feb-22-2021,6803.00,,,,,,,,,,,,,,,9.07mm
Feb-24-2021,6644.00,,,,,,,,,,,,,,,13.36mm
Feb-25-2021,6836.00,,,,,,,,,,,,,,,12.36mm
Feb-26-2021,6475.00,,,,,,,,,,,,,,,16.89mm
Mar-01-2021,6527.00,,,,,,,,,,,,,,,7.16mm
Mar-02-2021,6452.00,,,,,,,,,,,,,6452,,8.15mm
Mar-03-2021,6340.00,,,,,,,,,,,,,,,8.19mm
Mar-04-2021,6112.00,,,,,,,,,,,,,,,10.70mm
Mar-05-2021,6203.00,,,,,,,,,,,,,,,11.11mm
Mar-08-2021,5974.00,,,,,,,,,,,,,,,11.31mm
Mar-09-2021,5883.00,,,,,,,,,,,,,,,14.91mm
Mar-10-2021,5900.00,,,,,,,,,,,,,,,9.44mm
Mar-11-2021,5974.00,,,,,,,,,,,,,,,7.66mm
Mar-12-2021,6065.00,,,,,,,,,,,,,,,9.03mm
Mar-15-2021,6162.00,,,,,,,,,,,,,,,8.79mm
Mar-16-2021,6364.00,,,,,,,,,,,,,,,12.95mm
Mar-17-2021,6350.00,,,,,,,,,,,,,,,9.13mm
Mar-18-2021,6336.00,,,,,,,,,,,,,,,8.11mm
Mar-19-2021,6253.00,,,,,,,,,,,,,,,11.67mm
Mar-22-2021,6298.00,,,,,,,,,,,,,,,7.74mm
Mar-23-2021,6398.00,,,,,,,,,,,,,,,9.91mm
Mar-24-2021,6314.00,,,,,,,,,,,,,,,9.25mm
Mar-25-2021,6231.00,,,,,,,,,,,,,,,8.37mm
Mar-26-2021,6425.00,,,,,,,,,,,,,,,10.09mm
Mar-29-2021,6465.00,,,,,,,,,,,,,,,10.23mm
Mar-30-2021,6355.00,,,,,,,,,,6355,,,,,7.23mm
Mar-31-2021,6181.00,,,,,,,,,,,,,,,8.64mm
Apr-01-2021,6292.00,,,,,,,,,,,,,,,8.75mm
Apr-02-2021,6294.00,,,,,,,,,,,,,,,5.52mm
Apr-05-2021,6334.00,,,,,,,,,,,,,,,5.28mm
Apr-06-2021,6371.00,,,,,,,,,,,,,,,8.55mm
Apr-07-2021,6380.00,,,,,,,,,,,,,,,7.59mm
Apr-08-2021,6476.00,,,,,,,,,,,,,,,10.28mm
Apr-09-2021,6485.00,,,,,,,,,,,,,,,7.10mm
Apr-12-2021,6467.00,,,,,,,,,,,,,,,6.23mm
Apr-13-2021,6542.00,,,,,,,,,,,,,,,8.70mm
Apr-14-2021,6590.00,,,,,,,,,,,,,,,7.39mm
